,Unnamed: 0,AIN,TRA,Admin Region No,Common Area KY,Yr Sold to State,Recording Date,LAND Value,Improvement Value,GPP KY,Exmpt Claim Type KY,GPP Value,Fixture Value,Real Est Exmpt Value,PP Exmpt Value,Fixture Exmpt Value,Hmownr Exmpt Value,1st Owner Assee Name,1st Owner Name Overflow,2nd Owner Assee Name,Special Name Assee,SA KY,SA Date of Last Chng,SA Postal City Cde,SA House Number,SA Fraction,SA Direction,SA Unit,SA ZIP Cde,SA Street Name,SA City and State,MAO KY,MAO Date Of Last Chng,MAO Postal City Cde,MA House Number,MA Fraction,MA Direction,MA Unit,MA ZIP Cde,MA Street Name,MA City and State,LDLL Narative,LDLL Lot,LDLL Division,LDLL Region,LD Line1,LD Line2,LD Line3,LD Line4,LD Line 5,Zoning Code,Use Cde,Effective Yr,YR Built,Built SQ FT Main
7163,7163,2445029008,2530,24,0,0,19990715,246446,747680,ÿ,ÿ,0,0,0,0,0,0,CONSOLIDATED INDUSTRIES INC,,#0625,"C/O VAN MARLEK & ASSOC., INC.",D,19950605,13,925,,W,,91506,ALAMEDA AVE,BURBANK CA,E,0,0,0,,,,32790,PO BOX 447,WINTER PARK FL,,5,,,TRACT # 6576 LOT COM AT INTERSECTION OF,NW LINE OF ALAMEDA AVE 100 FT WIDE WITH,NE LINE OF LOT 4 TH SW ON SD NW LINE,"114.98 FT TH N 21›54'35"" W 158.37 FT TH",NE ON A CURVE CONCAVE TO SE RADIUS,BUM1*,7400,1965,1965,19932
7195,7195,3004023011,7137,28,0,0,20091231,5638942,205085525,ÿ,ÿ,0,0,0,0,0,0,LANCASTER HOSPITAL CORPORATION,,,C/O ALTUS GROUP,D,20101130,0,38600,,,,93551,MEDICAL CENTER DR,PALMDALE CA,E,0,0,0,,,,76092,PO BOX 92129,SOUTHLAKE TX,MAPS POR OF LOT 1,,,,P M 333-29-31 FOR DESC SEE ASSESSOR'S,,,,,PDR17000,7400,2008,2008,358828
7210,7210,4119001005,68,25,0,0,19970530,893814,1252458,ÿ,ÿ,0,0,0,0,0,0,H AND P INVESTMENT PROPERTIES,,,C/O PROPERTY VALUATION SERVICES,D,19950605,99,7712,,W,,90293,MANCHESTER AVE,LOS ANGELES CA,F,20061227,0,14400,,,,66223,METCALF,OVERLAND PARK KS,,14,,,TRACT NO 24344   LOT COM AT NW COR OF,LOT 14 TH S ON W LINE OF SD LOT 340 FT,TH E ON N LINE OF ALLEY TO SW COR OF,"LOT C, P M 29-33 TH N ON W LINE OF SD","LOT C, P M 29-33 TO S LINE OF MANCHESTER",LAC1.5,7400,1965,1965,23002
7213,7213,4201023009,4623,28,0,0,20020225,7043376,3778368,ÿ,ÿ,0,0,0,0,0,0,THC ORANGE COUNTY INC,,,ATTN: TAX DEPT.,D,19940609,50,5525,,W,,90056,SLAUSON AVE,LOS ANGELES CA,F,20060411,0,680,,S,,40202,4TH ST,LOUISVILLE KY,,1,,,TRACT # 7937 LOT COM AT INTERSECTION OF,N LINE OF SLAUSON AVE PER CS8950-1 WITH,"W LINE OF LOT 1 TH N 0›52'01"" W 700 MORE","OR LESS FT TH N 59›08'40"" E TO W LINE OF",ALLEY TH S THEREON TO N LINE OF SD AVE,LCC1DP*,7400,0,0,0
7230,7230,4275015016,8004,25,0,0,20140611,504673,168212,ÿ,ÿ,0,0,0,0,0,0,"NELSON,LYNN C AND BYRON D TRS",NELSON TRUST,,,D,19970603,84,2010,,,,90404,BROADWAY,SANTA MONICA CA,F,20150120,0,411,,,# 4418,32043,WALNUT ST,GREEN COVE SPRINGS FL,SANTA MONICA,X,179,,,,,,,SMLMSD*,7400,1973,1973,1849
7309,7309,5389018009,8216,28,0,0,20101115,3706744,823599,ÿ,ÿ,0,0,0,0,0,0,BHC ALHAMBRA HOSPITAL INC,,,C/O PROPERTY VALUATION SERVICES,D,19930701,78,4619,,,,91770,ROSEMEAD BLVD,ROSEMEAD CA,F,20140821,0,14400,,,,66223,METCALF AVE,OVERLAND PARK KS,,16,,,ALLEYNE ACRES LOT 13 AND EX OF ST,,,,,RMC3*,7400,0,0,0
7319,7319,5501023013,67,28,0,0,19750101,579901,55700379,7,4,3064254,2698525,56280280,3064254,2698525,0,SHRINERS HOSPITAL FOR,CRIPPLED CHILDREN,,,D,19930701,50,3160,,,,90020,GENEVA ST,LOS ANGELES CA,E,0,0,0,,,,33631,PO BOX 31356,TAMPA FL,"OF LOTS 2 THRU 6,8,9,10,14,15,16 BLK 17",,,,"MR 24-74*(EX OF STS) LOTS 1,7,17 AND ALL",,,,,LAR1,7400,0,0,0
7320,7320,5510022012,67,25,0,0,20120813,445092,0,ÿ,ÿ,0,0,0,0,0,0,REHABILITATION CENTRE OF,BEVERLY HILLS LESSEE,MEDICAL LANDMARK I LESSOR,,D,19930701,50,592,,S,,90048,SAN VICENTE BLVD,LOS ANGELES CA,F,20121016,0,171,,N,,60601,CLARK ST,CHICAGO IL,TRACT # 7555,11,12,,,,,,,LACR,7400,0,0,0
7321,7321,5510022013,67,25,0,0,20120813,453994,0,ÿ,ÿ,0,0,0,0,0,0,REHABILITATION CENTRE OF,BEVERLY HILLS LESSEE,MEDICAL LANDMARK I LESSOR,,D,19930701,50,590,,S,,90048,SAN VICENTE BLVD,LOS ANGELES CA,F,20121016,0,171,,N,,60601,CLARK ST,CHICAGO IL,TRACT # 7555,12,12,,,,,,,LACR,7400,0,0,0
7322,7322,5510022052,67,25,0,0,20120813,495342,0,ÿ,ÿ,0,0,0,0,0,0,REHABILITATION CENTRE OF,BEVERLY HILLS LESSEE,MEDICAL LANDMARK I LESSOR,,D,0,0,0,,,,0,,,F,20121016,0,171,,N,,60601,CLARK ST,CHICAGO IL,,10,12,,*TR=7555*(EX OF STS),,,,,LACR,7400,0,0,0
7348,7348,5638003063,11689,28,0,0,20040804,1638536,1088425,ÿ,ÿ,0,0,0,0,0,0,CH BROADWAY MANOR LTD,,,,D,19950605,29,605,,W,,91204,BROADWAY,GLENDALE CA,E,0,0,0,,,,85327,PO BOX 1637,CAVE CREEK AZ,,B,,,PARCEL MAP AS PER BK 177 P 71 OF P M,,,,,GLC3*,7400,0,0,0
7350,7350,5696013003,4045,24,0,0,20070831,436974,992076,ÿ,ÿ,0,0,0,0,0,0,611 SOUTH CENTRAL AVENUE LLC,,,,D,19950605,29,611,,S,,91204,CENTRAL AVE,GLENDALE CA,F,20071224,0,9981,,,,33446,MARSALA WAY,DELRAY BEACH FL,,31,,,RIVERDALE HEIGHTS W 58 FT OF S 71 FT,AND W 140 FT OF E 150 FT OF,,,,GLC3*,7400,1965,1965,27944
7367,7367,5768019041,7491,28,0,0,20130214,2643134,5786925,ÿ,ÿ,0,0,0,0,0,0,KENSINGTON SM GP LLC,,,,D,19950605,86,245,,W,,91024,SIERRA MADRE BLVD,SIERRA MADRE CA,F,20130507,0,11921,,,UNIT 950,20190,FREEDOM DR,RESTON VA,LOT A TR NO 6962,,,,LOT COM AT NE COR OF LOT 26 MRS C B,JONE'S SUB TH S ON E LINE OF SD LOT,TO N LINE OF SIERRA MADRE BLVD TH,"W THEREON 399.39 FT TH N 0›32'07""",W TO A LINE PARALLEL WITH AND DIST,SRC1CC*,7400,2014,2014,60697
7368,7368,5768019043,7514,28,0,0,20130214,1205528,4517862,ÿ,ÿ,0,0,0,0,0,0,KENSINGTON SM GP LLC,,,,D,19930701,86,33,,N,,91024,HERMOSA AVE,SIERRA MADRE CA,F,20130507,0,11921,,,UNIT 950,20190,FREEDOM DR,RESTON VA,,A,,,TRACT NO 6962   LOT COM AT NE COR OF,LOT 7 BLK A SPANLDING AND PINNEY'S SUB,"TH S 0›32'07"" E TO A LINE PARALLEL WITH",AND DIST N AT R/A 136 FT FROM N LINE OF,SIERRA MADRE BLVD (PER D M 2571-248) TH,SRR3CC*,7400,2014,2014,60697
7409,7409,6377001013,7978,27,0,0,20080926,1849303,1631738,ÿ,ÿ,0,0,0,0,0,0,OHI ASSETS II CA LLC,,,OMEGA HEALTHCARE INVESTORS INC,D,19930701,73,9140,,,,90660,VERNER ST,PICO RIVERA CA,F,20100603,0,9690,,,STE 100,21093,DEERECO RD,TIMONIUM MD,AND PART OF LOT 12 RIVER BLK,,,,RO PASO DE BARTOLO FINALLY CONFIRMED TO,PIO PICO ET AL 1.52 MORE OR LESS ACS COM,AT MOST N COR OF LOT 42 TRACT NO 7582,TH N 62›14' W 220 FT WITH A UNIFORM,DEPTH OF 303 FT SW PARALLEL WITH NW,PRCG-P*,7400,0,0,0
7461,7461,8041022035,6909,28,0,0,19960604,1768220,4925781,6,ÿ,2011506,552596,0,0,0,0,SOUTHERN CALIFORNIA,SPECIALTY CARE INC,,C/O KINDRED HEALTHCARE INC,D,19970603,41,14900,,,,90638,IMPERIAL HWY,LA MIRADA CA,F,20160411,0,680,,S,,40202,4TH ST TAX DEPT 4823,LOUISVILLE KY,POR OF NE 1/4 OF SEC 15 T3S R11W,,,,RANCHO LOS COYOTES SEE ASSESSOR'S MAPS,,,,,LMC4*,7400,0,0,0
7472,7472,8331013060,7799,27,0,0,20030701,1348856,3734053,ÿ,ÿ,0,0,0,0,0,0,OHI ASSET LLC,,,"STEPHENSON,BOB",D,20060209,74,2355,,,,91766,CULVER CT,POMONA CA,F,20090409,0,200,,,STE 3500,21030,INTERNATIONAL CIRCLE,HUNT VALLEY MD,,1,K,,MAP NO 1 OF PORTION OF PHILLIP'S ADD TO,POMONA LOT COM AT INTERSECTION OF W LINE,OF E 1/2 OF LOT 1 BLK K WITH S LINE OF,N 1/2 OF SD LOT TH E ON SD S LINE,478.5 FT TH N PARALLEL WITH SD W LINE,POOP-AP*,7400,0,0,0
7473,7473,8336014026,7792,27,0,0,20150401,710675,751285,ÿ,ÿ,0,0,0,0,0,0,POMONA VISTA LLC,,,C/O KARELL CAPITAL VENTURES,D,19950605,74,651,,N,,91768,MAIN ST,POMONA CA,F,20160126,0,2,,N,STE 725,60602,LASALLE ST,CHICAGO IL,,5,,,C I LORBEER'S SUB OF PART OF LOTS 2 AND,"3 BLK 180 POMONA LOTS 3,4 AND",,,,POAP*,7400,1959,1959,12834
7478,7478,8385010018,5063,28,0,0,20081201,8593828,5547912,ÿ,ÿ,0,0,0,0,0,0,MPT OF SAN DIMAS HOSPITAL LP,,,,D,19780502,79,1351,,W,,91773,BADILLO AVE,SAN DIMAS CA,F,20090126,0,1000,,,STE 501,35242,URBAN CENTER DR,BIRMINGHAM AL,,9,1S,9.0,*TR=SUB OF THE RANCHO ADD TO SAN JOSE,AND A PORTION OF RANCHO SAN JOSE*LOT,COM AT NW COR OF LOT 1 P.M.79-66-67 TH,S ON W LINE OF LOTS 1 AND 2 OF SD P M,TO N LINE OF LOT 3 TH W THEREON TO W,SDAP*,7400,0,0,0
7480,7480,8404010009,2717,28,0,0,20150420,9045877,5563570,ÿ,ÿ,0,0,0,0,0,0,CALIFORNIA LIFE PROPERTIES LLC,,,C/O HANA ATTAR ESQ,D,20081114,0,1161,,E,,91724,COVINA BLVD,COVINA CA,F,20151110,0,1450,,W,STE 340,48098,LONG LAKE RD,TROY MI,PM 354-78-79 LOT 1,,,,,,,,,CVCP,7400,0,0,0
7481,7481,8404010010,2717,28,0,0,20150420,3421392,3644747,ÿ,ÿ,0,0,0,0,0,0,CALIFORNIA LIFE PROPERTIES LLC,,,C/O HANA ATTAR ESQ,D,20120909,21,1161,,E,,91724,COVINA BLVD,COVINA CA,F,20151110,0,1450,,W,STE 340,48098,LONG LAKE RD,TROY MI,PM 354-78-79 LOT 2,,,,,,,,,CVCP,7400,2011,2011,14619
7485,7485,8434015034,11967,28,0,0,19970616,1444626,1651002,6,ÿ,1506680,752089,0,0,0,0,SOUTHERN CALIFORNIA SPECIATLY,CARE INC,,ATTN: TAX DEPT.,D,19930701,101,845,,N,,91791,LARK ELLEN AVE,WEST COVINA CA,F,20060411,0,680,,S,,40202,FOURTH ST,LOUISVILLE KY,,1,6,,PHILLIPS TRACT RANCHO LA PUENTE   LOT,"COM N 89›38'30"" W 317.87 FT AND N 0›",23' W 15 FT FROM INTERSECTION OF E,LINE OF LOT 1 BLK 6 WITH N LINE OF,S 7 FT OF SD LOT TH N 0›23' W 362.97 FT,WCR17500*,7400,0,0,0
7487,7487,8464001033,16073,28,0,0,20070621,2340862,3075621,ÿ,ÿ,0,0,0,0,0,0,APOGEE DEVELOPMENT LLC,,,SABRINA K LIN,D,19960616,9,14148,,,,91706,FRANCISQUITO AVE,BALDWIN PARK CA,F,20110505,0,680,,S,,40202,4TH ST,LOUISVILLE KY,,26,,,EL MONTE WALNUT PLACE   LOT COM N 41›53',E 455 FT AND S 48›07' E 304.6 FT FROM SW,COR OF LOT 26 TH S 48›07' E 319.4 FT TH,N 41›53' E 415 FT TH N 48›07' W 319.4 FT,TH S 41›53' W 415 FT TO BEG  PART OF,BPC2*,7400,0,0,0
7518,7518,8669020017,2899,28,0,0,20130701,2469749,7921840,ÿ,ÿ,0,0,0,0,0,0,SUNRISE CLAREMONT ASSISTED,LIVING LP,,,D,20040518,18,2053,,N,,91711,TOWNE AVE,CLAREMONT CA,F,20160315,0,7902,,,,22102,WESTPARK DR,MCLEAN VA,(EX OF STS),4,,,KLUEGELS SUB OF PART OF SEC 5T 1S R 8W*,,,,,CLRS10000*,7400,0,0,0
7536,7536,3123001028,12760,28,0,0,20020110,557823,2732515,ÿ,ÿ,0,0,0,0,0,0,SPTMNR PROPERTIES TRUST,,,PROPERTY TAX COUNSELORS,D,19970603,42,1642,,W,,93534,AVENUE J,LANCASTER CA,E,0,0,0,,,,75070,PO BOX 3525,MCKINNEY TX,NW 1/4 OF,21,7N,12.0,LOT COM S 50 FT AND E 330 FT FROM NW,COR OF NE 1/4 OF NW 1/4 OF SEC 21 T 7N,R 12W TH E 180 FT TH S ON A LINE,PARALLEL WITH AND DIST W AT R/A 150 FT,FROM E LINE OF W 1/2 OF NE 1/4 OF NW 1/4,LRC3*,7410,1965,1962,27176
7560,7560,5255011029,1846,28,0,0,20150401,3837645,8792065,ÿ,ÿ,0,0,0,0,0,0,HERITAGE MONTEREY ASSOCIATES LLC,,,C/O HEARTLAND BANK,D,19960616,57,610,,N,,91754,GARFIELD AVE,MONTEREY PARK CA,F,20160126,0,303,,W,STE 2400,60606,MADISON ST,CHICAGO IL,,103,,,*TR=RAMONA ACRES*(EX OF ST),,,,,MPOP*,7410,1968,1968,24565
7561,7561,5287032039,3917,28,0,0,20110311,565924,1091439,ÿ,ÿ,0,0,0,0,0,0,"LEGGETT,C PETER AND CAROL M TRS",PETER AND CAROL LEGGETT TRUST,,,D,19930701,78,3136,,,,91770,DEL MAR AVE,ROSEMEAD CA,F,20110426,0,929,,,,37066,PLANTATION BLVD,GALLATIN TN,100 FT OF,40,,,MISSION COURT VAC ST ADJ ON W AND LOT 39,AND N 45 FT OF E 75 FT AND W 25 FT OF E,,,,RMC3*,7410,0,0,0
7571,7571,5645009006,4045,28,0,0,20131231,3831478,4556352,ÿ,ÿ,0,0,0,0,0,0,GRANCARE AUTUMN HILLS LLC,,,C/O KENNETH TABLER,D,19950605,29,430,,N,,91206,GLENDALE AVE,GLENDALE CA,F,20150721,0,920,,,,21152,RIDGEBROOK RD,SPARKS MD,TRACT # 4142,6,,,,,,,,GLC2P*,7410,1962,1962,24877
7600,7600,7017021008,2267,28,0,0,20020719,1015474,1920843,ÿ,ÿ,0,0,0,0,0,0,BELLFLOWER MEDICAL INVESTORS LLC,,,,D,20060521,11,16910,,,,90706,WOODRUFF AVE,BELLFLOWER CA,F,20110120,0,200,,,NO 1695,30339,GALLERIA PKWY,ATLANTA GA,,309,,,SOMERSET ACRES*(EX OF STS),,,,,BFM1*,7410,1968,1968,25528
7616,7616,7253014026,5500,28,0,0,20010502,1272893,4136921,ÿ,ÿ,0,0,0,0,0,0,MEK RO PROPERTY LLC,,,C/O HEARTLAND BANK/COM SERV DEPT,D,19950605,49,3850,,E,,90804,ESTHER ST,LONG BEACH CA,F,20030215,0,14125,,,,63017,CLAYTON RD,CHESTERFIELD MO,TRACT NO 22494,1,,,,,,,,LBR2N,7410,1963,1963,22602
7628,7628,8050001058,13243,28,0,0,20050324,539538,1715748,ÿ,ÿ,0,0,0,0,0,0,OHI ASSET II CA LLC,,,OMEGA HEALTHCARE INVESTORS INC.,D,20040327,64,12627,,,,90650,STUDEBAKER RD,NORWALK CA,F,20090316,0,200,,,STE 3500,21030,INTERNATIONAL CIR,HUNT VALLEY MD,,1,,,TRACT NO 4106 S 130 FT OF N 300 FT OF,E 320 FT EX OF ST OF,,,,NOC1-P*,7410,1970,1965,19744
7631,7631,8072012005,6768,28,0,0,20000918,636443,1018315,ÿ,ÿ,0,0,0,0,0,0,NORWALK MEDICAL INVESTORS LLC,,,,D,19960616,64,12350,,,,90650,ROSECRANS AVE,NORWALK CA,E,0,0,0,,,,31139,PO BOX 723548,ATLANTA GA,NE 1/4 OF,19,3S,11.0,RANCHO LOS COYOTES SECTIONS TOWNSHIP AND,RANGE AS PER PATENTS BK 1 PG 493-494 AND,"O R M 7425 PG 20-21,0.94 MORE OR LESS AC",COM AT NE COR OF LOT 44 TRACT NO 15000,TH S ON W LINE OF SD TR 270 FT TH E,NOCO*,7410,1965,1965,15281
7633,7633,8170013021,5932,28,0,0,20011221,2483104,2218239,ÿ,ÿ,0,0,0,0,0,0,MADSEN AND MEKEEL LLC,,,,D,20030729,0,12385,,,,90606,WASHINGTON BLVD,WHITTIER CA,F,20050420,0,1511,,S,STE 204,21224,HIGHLAND AVE,BALTIMORE MD,P M 295-31-34 LOT 1,,,,,,,,,WH C2*,7410,1967,1966,34560
7636,7636,8302022026,2743,28,0,0,20030701,2023291,2454923,ÿ,ÿ,0,0,0,0,0,0,OHI ASSET LLC,,,BOB STEPHENSON,D,19911210,74,219,,E,,91767,FOOTHILL BLVD,POMONA CA,F,20090416,0,200,,,STE 3500,21030,INTERNATIONAL CIRCLE,HUNT VALLEY MD,,5,1S,8.0,LOT COM AT INTERSECTION OF N LINE OF,FOOTHILL BLVD PER FM10203 WITH E LINE,OF W 10 ACS OF SE 1/4 OF SW 1/4 OF SEC 5,T 1S R 8W TH W ON SD N LINE TO E LINE,OF EQUATION RD TH N THEREON 271.68 FT,POAP*,7410,1964,1964,25555
7649,7649,8639001022,4133,28,0,0,19900410,1181163,7662768,ÿ,ÿ,0,0,0,0,0,0,FOOTHILL NURSING COMPANY,PARTNERSHIP LESSEE,,ATTN: TAX DEPT.,D,20000307,30,401,,W,,91741,ADA AVE,GLENDORA CA,F,20060411,0,680,,S,,40202,FOURTH AVE,LOUISVILLE KY,PM 198-93-94 LOT 3,,,,,,,,,GDMS_H,7410,1989,1989,48784
7653,7653,2026008043,16,24,0,0,20150424,13604350,5076250,ÿ,ÿ,0,0,0,0,0,0,WEST HILLS CA SENIOR,PROPERTY LLC,,C/O ALTUS GROUP US INC,D,19950605,15,6833,,,,91307,FALLBROOK AVE,LOS ANGELES CA,E,0,0,0,,,,76092,PO BOX 92129,SOUTHLAKE TX,*TR=25462,8,,,,,,,,LARD2,7500,1978,1977,54230
7655,7655,2055007130,12922,28,0,0,20141201,19878595,40000850,,,0,0,0,0,0,0,ARHC MBAGHCA01 LLC,,,C/O ALTUS GROUP US INC,D,20030519,2,5217,,,,91301,CHESEBRO RD,AGOURA HILLS CA,E,0,0,0,,,,76092,PO BOX 92129,SOUTHLAKE TX,VAC ST AND POR OF LOTS 18 THRU 20 BLK 3,,,,TR=8451 THAT POR IN  TRA 12922 POR OF,,,,,AHRA20000*,7500,2001,2001,98127
7665,7665,2157006014,16,28,0,0,20050207,4356741,1530743,ÿ,ÿ,0,0,0,0,0,0,SMV TARZANA LP,,,CAMMEBYS INTERNATIONAL LTD,D,19940609,91,5650,,,,91356,RESEDA BLVD,LOS ANGELES CA,F,20070411,0,45,,,FL 25,10006,BROADWAY,NEW YORK NY,,98,,,"*LAND DESC IN DOC 0002413,76-6-1","*TR=5692*POR OF LOTS 71,72 AND 95 THRU",,,,LAR3,7500,1969,1969,39669
7667,7667,2160002058,37,28,0,0,20140411,8284277,8284277,5,ÿ,0,0,0,0,0,0,BKD GARDENS TARZANA PROPCO LLC,,,C/O FLANAGAN - BROOKDALE,D,19930701,91,18744,,,,91356,BURBANK BLVD,LOS ANGELES CA,F,20151216,0,500,,N,STE 400,60654,DEARBORN ST,CHICAGO IL,TR=12489 EX OF ST LOTS 10 THRU 16,,,,,,,,,LAC2,7500,1989,1989,41282
7668,7668,2166033035,37,28,0,0,20130109,6761533,16331705,ÿ,ÿ,0,0,0,0,0,0,AL US WOODLAND HILLS SENIOR,HOUSING LP,,,D,19940609,104,20461,,,,91364,VENTURA BLVD,LOS ANGELES CA,F,20150120,0,7902,,,STE T900,22102,WESTPARK DR,MCLEAN VA,P M,E,,,*TR=PARCEL MAP AS PER BK 45 PG 67 OF,,,,,LAC4,7500,2004,2004,68902
7700,7700,2350018059,42,28,0,0,19830929,5717117,14940676,7,4,56000,0,20657793,56000,0,0,NORTH HOLLYWOOD SENIOR CITIZENS,TOWERS INC,,,D,19940609,62,11035,,,,91601,MAGNOLIA BLVD,LOS ANGELES CA,F,20140528,0,8425,,E,,48093,12 MILE RD,WARREN MI,(EX OF ST) LOTS 13 THRU 18,,,,TR=1485*(EX OF STS) LOTS C AND D AND,,,,,LAC4,7500,1985,1985,180180
7702,7702,2362019012,13,28,0,0,20130109,6345439,13523068,ÿ,ÿ,0,0,0,0,0,0,AL US STUDIO CITY SENIOR HOUSING,LP,,SUNRISE SENIOR LIVING/TAX DEPT,D,19670923,50,4610,,,,91604,COLDWATER CANYON AVE,LOS ANGELES CA,F,20150826,0,7902,,,,22102,WESTPARK DR,MCLEAN VA,,16,,,TRACT NO 2590 LOT COM W 50 FT FROM NE,COR OF LOT 1 TR NO 16931 TH W 140 FT TH,N ON E LINE OF COLDWATER CANYON AVE AND,E ON S LINE OF HORTENSE ST TO A PT N,200 FT FROM BEG TH S TO BEG PART OF,LAR3,7500,2003,2003,59863
7710,7710,2438001021,2530,24,0,0,20091230,177451,133130,ÿ,ÿ,0,0,0,0,0,0,2609 BURBANK LLC,,,,D,19670923,13,2609,,W,,91505,BURBANK BLVD,BURBANK CA,F,20100302,0,3056,,N,,33308,ATLANTIC BLVD,FORT LAUDERDALE FL,,116,,,TRACT # 9785 LOTS 115 AND,,,,,BUC3YY,7500,1927,1927,7436
7746,7746,2558008016,13,24,0,0,20150401,3553375,3198037,ÿ,ÿ,0,0,0,0,0,0,TUJUNGA LLC,,,,D,19950605,95,7660,,,,91042,WYNGATE ST,LOS ANGELES CA,F,20160119,0,303,,W,STE 2400,60606,MADISON ST,CHICAGO IL,"LOTS 33,34,35,36 AND 37 TRACT NO 3982",,,,0.86 MORE OR LESS AC COM AT NW COR OF,LOT 31 TRACT NO 3982 TH E ON S LINE OF,WYNGATE ST TO E LINE OF LOT 37 SD TR TH,"S 0›55'30"" E TO S LINE OF N 1/2 OF",LOT 166 WESTERN EMPIRE TR TH W THEREON,LARD5,7500,1963,1963,24897
7755,7755,2626016018,8856,28,0,0,20121106,3880079,3609617,ÿ,ÿ,0,0,0,0,0,0,NIKKEI VILLAGE LLC,,,C/O HOUSING PRESERVATION INC,D,20031214,67,9551,,,,91331,LAUREL CANYON BLVD,LOS ANGELES CA,F,20130305,0,6060,,,STE 425,38119,POPLAR AVE,MEMPHIS TN,(EX OF ST) OF,306,,,M R 37-5-16*SE 301.50 FT OF NW 330 FT,,,,,LAR3,7500,1983,1982,74351
7756,7756,2639007021,8856,28,0,0,19771230,622580,8200928,5,ÿ,45450,0,0,0,0,0,HAI FCD PARTNERSHIP,,,FOREST CITY TAX-SHARED SERV DEPT,D,19790202,50,14555,,,,91402,OSBORNE ST,LOS ANGELES CA,E,0,0,0,,,,44101,PO BOX 94877,CLEVELAND OH,TRACT NO 30253,4,,,,,,,,LAR4,7500,1978,1978,132232
7757,7757,2642030005,13,24,0,0,20000413,163585,244082,ÿ,ÿ,0,0,0,0,0,0,"KALER,DAVID ET AL TRS",OBLATE REAL ESTATE TRUST,,DELVONNE DAIS,D,19750716,50,14065,,,,91331,NORDHOFF ST,LOS ANGELES CA,F,20061218,0,391,,,,20017,MICHIGAN AVE NE,WASHINGTON DC,,5,,,TRACT # 11869 LOT 6 AND LOT COM AT SE,"COR OF LOT 5 TH N 89›27'47"" W 10 FT TH",NE TO MOST E COR OF SD LOT TH S,"18›11'30"" W 283.35 FT TO BEG PART OF",,LARA,7500,0,0,0
7773,7773,2734012071,16,28,0,0,19981030,3658429,14260221,ÿ,ÿ,0,0,0,0,0,0,MARRIOTT SENIOR LIVING SERVICES,,,,D,20040823,50,17650,,,,91325,DEVONSHIRE ST,LOS ANGELES CA,F,19990629,0,10400,,,DEPT 938,20817,FERNWOOD RD,BETHESDA MD,FERNANDO POR LOT 12 IN SEC 13 T2N R16W,,,,NORTHERN POR OF THE MISSION DE SAN,,,,,LAA2,7500,2001,2001,88287
7776,7776,2768010029,16,24,0,0,20150512,11167750,16558727,ÿ,ÿ,0,0,0,0,0,0,SNH LTA PROPERTIES TRUST,,,C/O SENIOR HOUSING PROP TRUST,D,19950605,63,8700,,,,91325,LINDLEY AVE,LOS ANGELES CA,F,20160331,0,255,,,,2458,WASHINGTON ST,NEWTON MA,AND EX OF ST LOT 3 TRACT NO 20110,,,,EX OF STS LOTS A AND B P M 85-27-28,,,,,LARA,7500,1985,1985,40729
7785,7785,2851014008,1862,28,0,0,20150512,2182787,21878637,ÿ,ÿ,0,0,0,0,0,0,SNH LTA PROPERTIES TRUST,,,C/O SENIOR HOUSING PROPERTIES TR,D,19950605,61,24305,,,,91321,LYONS AVE,SANTA CLARITA CA,F,20151124,0,255,,,,2458,WASHINGTON ST,NEWTON MA,,4,3N,16.0,LOT (EX OF ST) COM S 88›05' W 354.66 FT,FROM NE COR OF LOT 4 IN SEC 4 T 3N R 16W,"TH S 4›03'05"" E 243.12 FT TH S 85›56'55""","W 150 FT TH N 4›03'05"" W TO N LINE OF",LOT 3 IN SD SEC TH N 88›05' E TO BEG,SCCP,7500,1988,1988,52194
7786,7786,2851014012,1862,28,0,0,20140131,2278176,3417264,ÿ,ÿ,0,0,0,0,0,0,ARHC SVSCLCA01 LLC,,,C/O ALTUS GROUP US INC # 1476,D,20040712,0,24419,,,,91321,LYONS AVE,SANTA CLARITA CA,F,20160611,0,5450,,E,STE 220,85054,HIGH ST,PHOENIX AZ,3 IN SEC 4 T3N R16W,,,,FOR DESC SEE ASSESSOR'S MAPS POR OF LOT,,,,,SCCP,7500,2004,2004,15608
7788,7788,2861036004,6419,28,0,0,20070426,7809243,14373537,ÿ,ÿ,0,0,0,0,0,0,SUNRISE STERLING CANYON ASSISTED,LIVING LTD PTNSHP,,,D,19970603,61,25815,,,,91355,MCBEAN PKWY,SANTA CLARITA CA,F,20110315,0,7902,,,STE T900,22102,WESTPARK DR,MCLEAN VA,,3,,,PARCEL MAP AS PER BK 190 P 21-23 OF P M,,,,,SCUR4,7500,1988,1988,86201
7801,7801,3112008004,6122,28,0,0,20141210,1360435,9502740,ÿ,ÿ,0,0,0,0,0,0,VTR LANCASTER ASSISTED LIVING LP,,,C/O ALTUS GROUPS US INC 7024,D,20001231,42,43454,,,,93536,30TH ST W,LANCASTER CA,F,20150113,0,5450,,E,STE 220,85054,HIGH ST,PHOENIX AZ,OF LOTS 12 AND,13,,,"*LAND DESC IN DOC 0003391, 76-11-15*TR=",RECORD OF SURVEY AS PER BK 66 PG 10-11,OF RS*(EX OF ST)*POR OF LOT 11 AND POR,,,LRRA10000*,7500,1999,1999,41550
